Vol;Compagnie;Heure_Arrivee;Passagers;Taux_Transit;Temps_Escale_Min;Passagers_Transit;Passagers_Terminus
TK416;Turkish Airlines;22:10;292;0.09;150;26;266
ET942;Ethiopian Airlines;09:55;80;0.29;150;23;57
SN206;Brussels Airlines;03:50;263;0.58;105;153;110
ET759;Ethiopian Airlines;10:40;330;0.05;90;16;314
ET562;Ethiopian Airlines;21:25;294;0.59;150;173;121
ET529;Ethiopian Airlines;10:35;156;0.44;30;69;87
AS436;ASKY Airlines;10:15;122;0.65;50;79;43
AS853;ASKY Airlines;21:15;236;0.6;60;142;94
AS461;ASKY Airlines;05:35;97;0.57;105;55;42
ET895;Ethiopian Airlines;14:30;299;0.07;45;21;278
AS774;ASKY Airlines;01:20;152;0.22;30;33;119
AS958;ASKY Airlines;20:05;269;0.27;60;73;196
2J505;Air Burkina;22:25;341;0.47;105;160;181
AS476;ASKY Airlines;21:00;223;0.44;60;98;125
ET251;Ethiopian Airlines;02:30;208;0.15;75;31;177
AS706;ASKY Airlines;04:40;269;0.49;120;132;137
AS675;ASKY Airlines;23:20;230;0.14;45;32;198
AT164;Royal Air Maroc;10:20;174;0.32;35;56;118
ET992;Ethiopian Airlines;20:55;117;0.4;40;47;70
AT369;Royal Air Maroc;11:30;235;0.57;150;134;101
KP199;ASKY Airlines;02:20;121;0.43;30;52;69
ET204;Ethiopian Airlines;08:45;205;0.62;35;127;78
KP488;ASKY Airlines;02:55;156;0.65;75;101;55
KP537;ASKY Airlines;01:55;175;0.36;105;63;112
KP324;ASKY Airlines;05:15;342;0.08;105;27;315
AS665;ASKY Airlines;23:00;304;0.07;105;21;283
AS559;ASKY Airlines;05:25;190;0.56;150;106;84
AS325;ASKY Airlines;16:40;317;0.35;30;111;206
2J459;Air Burkina;07:15;284;0.27;75;77;207
AS114;ASKY Airlines;00:45;342;0.22;75;75;267
AS750;ASKY Airlines;07:50;155;0.22;105;34;121
AS645;ASKY Airlines;21:15;222;0.09;105;20;202
ET513;Ethiopian Airlines;14:20;164;0.23;30;38;126
KP556;ASKY Airlines;17:25;331;0.44;120;146;185
HF821;Air C̫te d'Ivoire;12:10;311;0.28;50;87;224
TK630;Turkish Airlines;07:40;209;0.62;35;130;79
KP295;ASKY Airlines;19:00;108;0.45;60;49;59
ET937;Ethiopian Airlines;17:50;307;0.57;35;175;132
KP516;ASKY Airlines;12:25;86;0.12;60;10;76
ET451;Ethiopian Airlines;13:25;109;0.32;75;35;74
AS174;ASKY Airlines;14:35;294;0.07;60;21;273
AS135;ASKY Airlines;05:20;194;0.59;150;114;80
AS762;ASKY Airlines;00:40;294;0.14;30;41;253
AF162;Air France;06:40;243;0.53;45;129;114
AS608;ASKY Airlines;00:55;249;0.6;40;149;100
AS834;ASKY Airlines;14:05;300;0.32;50;96;204
AF192;Air France;05:20;339;0.28;75;95;244
ET104;Ethiopian Airlines;04:55;291;0.41;40;119;172
HF537;Air C̫te d'Ivoire;11:30;340;0.49;30;167;173
AS545;ASKY Airlines;02:05;209;0.44;150;92;117
AT124;Royal Air Maroc;21:30;184;0.05;150;9;175
AF607;Air France;19:40;133;0.52;105;69;64
AS367;ASKY Airlines;13:35;187;0.14;60;26;161
AF761;Air France;05:45;334;0.32;60;107;227
KP863;ASKY Airlines;03:40;126;0.22;45;28;98
TK695;Turkish Airlines;14:15;213;0.61;150;130;83
KP783;ASKY Airlines;16:35;103;0.35;30;36;67
ET832;Ethiopian Airlines;04:40;196;0.36;105;71;125
KP126;ASKY Airlines;23:45;318;0.1;120;32;286
TK857;Turkish Airlines;05:55;120;0.59;75;71;49
KP232;ASKY Airlines;09:05;329;0.19;120;63;266
TK151;Turkish Airlines;08:45;168;0.3;75;50;118
SN592;Brussels Airlines;03:10;171;0.64;150;109;62
KP880;ASKY Airlines;08:00;160;0.12;75;19;141
AT397;Royal Air Maroc;07:00;209;0.48;75;100;109
2J498;Air Burkina;02:45;170;0.21;90;36;134
KP117;ASKY Airlines;21:25;179;0.3;150;54;125
AS869;ASKY Airlines;19:00;157;0.3;90;47;110
ET954;Ethiopian Airlines;00:20;122;0.61;40;74;48
KP658;ASKY Airlines;19:25;202;0.06;90;12;190
AS602;ASKY Airlines;04:40;102;0.27;45;28;74
KP302;ASKY Airlines;02:25;223;0.56;75;125;98
AS339;ASKY Airlines;03:15;337;0.6;50;202;135
AS879;ASKY Airlines;22:00;86;0.24;45;21;65
KP748;ASKY Airlines;23:25;265;0.2;45;53;212
HF414;Air C̫te d'Ivoire;18:30;174;0.33;60;57;117
AF784;Air France;14:20;104;0.5;35;52;52
AS297;ASKY Airlines;18:25;306;0.14;50;43;263
AF342;Air France;15:45;252;0.52;90;131;121
AF606;Air France;22:35;214;0.36;35;77;137
TK142;Turkish Airlines;07:00;148;0.13;50;19;129
AS890;ASKY Airlines;13:35;310;0.45;75;140;170
KP528;ASKY Airlines;04:55;337;0.43;50;145;192
SN890;Brussels Airlines;00:50;252;0.42;120;106;146
SN843;Brussels Airlines;18:05;111;0.5;105;56;55
AF712;Air France;04:05;279;0.16;105;45;234
AT261;Royal Air Maroc;02:35;159;0.47;90;75;84
AS720;ASKY Airlines;16:05;154;0.58;105;89;65
ET534;Ethiopian Airlines;06:35;343;0.37;35;127;216
KP210;ASKY Airlines;16:20;164;0.34;40;56;108
AS331;ASKY Airlines;12:40;296;0.53;45;157;139
AT849;Royal Air Maroc;21:40;200;0.14;50;28;172
KP372;ASKY Airlines;21:35;99;0.25;120;25;74
ET697;Ethiopian Airlines;13:40;228;0.56;35;128;100
SN906;Brussels Airlines;22:30;86;0.35;150;30;56
KP659;ASKY Airlines;11:35;165;0.55;120;91;74
TK565;Turkish Airlines;10:25;226;0.2;45;45;181
2J176;Air Burkina;00:40;266;0.28;45;74;192
ET789;Ethiopian Airlines;02:05;272;0.54;50;147;125
AS868;ASKY Airlines;11:10;267;0.15;60;40;227
KP533;ASKY Airlines;08:05;97;0.59;30;57;40
KP670;ASKY Airlines;01:25;228;0.24;60;55;173
AS718;ASKY Airlines;13:10;125;0.63;105;79;46
KP524;ASKY Airlines;04:50;91;0.55;40;50;41
TK493;Turkish Airlines;02:00;309;0.32;35;99;210
AS133;ASKY Airlines;11:15;192;0.5;90;96;96
AF394;Air France;11:20;239;0.38;35;91;148
KP350;ASKY Airlines;20:55;306;0.56;90;171;135
ET737;Ethiopian Airlines;06:50;262;0.36;120;94;168
SN438;Brussels Airlines;00:15;134;0.64;45;86;48
AS539;ASKY Airlines;02:25;345;0.13;105;45;300
AS721;ASKY Airlines;10:10;114;0.46;45;52;62
AF327;Air France;12:45;159;0.2;30;32;127
AF732;Air France;21:25;85;0.16;90;14;71
AF718;Air France;22:45;206;0.29;30;60;146
KP122;ASKY Airlines;09:00;147;0.27;50;40;107
KP426;ASKY Airlines;18:25;269;0.08;75;22;247
TK253;Turkish Airlines;03:35;323;0.31;40;100;223
SN718;Brussels Airlines;21:45;88;0.62;60;55;33
ET245;Ethiopian Airlines;04:35;236;0.33;150;78;158
HF351;Air C̫te d'Ivoire;10:00;150;0.23;30;34;116
ET401;Ethiopian Airlines;08:30;213;0.62;60;132;81
AS642;ASKY Airlines;12:45;328;0.35;50;115;213
KP748;ASKY Airlines;16:45;123;0.22;35;27;96
AS262;ASKY Airlines;14:55;195;0.52;45;101;94
ET180;Ethiopian Airlines;12:15;307;0.18;150;55;252
AS687;ASKY Airlines;20:55;136;0.2;150;27;109
KP711;ASKY Airlines;10:25;323;0.24;150;78;245
AT535;Royal Air Maroc;00:25;136;0.29;75;39;97
AF147;Air France;07:20;222;0.4;60;89;133
ET544;Ethiopian Airlines;22:45;271;0.36;150;98;173
SN173;Brussels Airlines;04:40;86;0.5;120;43;43
AS803;ASKY Airlines;21:50;213;0.48;60;102;111
ET641;Ethiopian Airlines;15:45;118;0.08;105;9;109
AT256;Royal Air Maroc;03:35;272;0.13;35;35;237
ET586;Ethiopian Airlines;18:55;104;0.18;30;19;85
AS355;ASKY Airlines;17:25;181;0.41;35;74;107
KP154;ASKY Airlines;22:15;230;0.59;40;136;94
HF127;Air C̫te d'Ivoire;01:15;296;0.24;105;71;225
ET217;Ethiopian Airlines;12:40;309;0.63;120;195;114
HF469;Air C̫te d'Ivoire;15:55;346;0.15;105;52;294
ET308;Ethiopian Airlines;21:15;241;0.6;50;145;96
AF686;Air France;07:30;245;0.53;75;130;115
AT676;Royal Air Maroc;18:25;326;0.28;40;91;235
AF948;Air France;02:05;253;0.17;120;43;210
AS711;ASKY Airlines;18:20;88;0.28;35;25;63
ET657;Ethiopian Airlines;16:10;138;0.18;60;25;113
AT415;Royal Air Maroc;08:40;164;0.39;60;64;100
KP543;ASKY Airlines;20:45;229;0.39;50;89;140
AS851;ASKY Airlines;20:00;139;0.51;30;71;68
KP358;ASKY Airlines;22:45;204;0.37;120;75;129
SN747;Brussels Airlines;16:15;120;0.26;35;31;89
AS297;ASKY Airlines;00:15;252;0.6;75;151;101
ET798;Ethiopian Airlines;03:40;339;0.1;120;34;305
AS544;ASKY Airlines;22:00;252;0.54;35;136;116
AS681;ASKY Airlines;14:05;265;0.3;50;80;185
AF704;Air France;11:00;320;0.16;150;51;269
KP748;ASKY Airlines;16:00;173;0.12;120;21;152
ET716;Ethiopian Airlines;11:55;142;0.18;45;26;116
AT404;Royal Air Maroc;15:00;300;0.12;120;36;264
AT438;Royal Air Maroc;12:10;87;0.33;30;29;58
KP153;ASKY Airlines;10:50;292;0.26;50;76;216
HF211;Air C̫te d'Ivoire;14:15;288;0.26;30;75;213
AF783;Air France;15:45;288;0.14;40;40;248
HF518;Air C̫te d'Ivoire;05:05;164;0.45;105;74;90
ET404;Ethiopian Airlines;10:00;286;0.41;75;117;169
ET537;Ethiopian Airlines;14:20;232;0.64;35;148;84
SN755;Brussels Airlines;04:25;240;0.15;50;36;204
HF184;Air C̫te d'Ivoire;02:05;195;0.55;45;107;88
AS351;ASKY Airlines;01:10;330;0.07;75;23;307
AS225;ASKY Airlines;00:45;262;0.09;45;24;238
AS504;ASKY Airlines;14:10;243;0.44;105;107;136
AS127;ASKY Airlines;01:05;159;0.29;40;46;113
AS365;ASKY Airlines;19:15;86;0.19;60;16;70
AS754;ASKY Airlines;05:20;166;0.05;50;8;158
HF743;Air C̫te d'Ivoire;11:35;87;0.45;120;39;48
AS610;ASKY Airlines;20:25;115;0.31;90;36;79
AF306;Air France;15:40;330;0.15;150;50;280
AS673;ASKY Airlines;13:10;179;0.63;30;113;66
KP610;ASKY Airlines;03:45;158;0.26;120;41;117
AS743;ASKY Airlines;07:40;350;0.23;35;80;270
KP300;ASKY Airlines;11:50;300;0.36;75;108;192
AT710;Royal Air Maroc;22:50;275;0.22;30;60;215
HF922;Air C̫te d'Ivoire;13:15;305;0.21;50;64;241
AS456;ASKY Airlines;19:35;166;0.63;90;105;61
ET146;Ethiopian Airlines;12:45;137;0.21;120;29;108
ET236;Ethiopian Airlines;04:30;249;0.41;50;102;147
HF229;Air C̫te d'Ivoire;11:30;176;0.07;50;12;164
AT294;Royal Air Maroc;09:40;225;0.14;105;32;193
ET728;Ethiopian Airlines;20:45;97;0.06;150;6;91
AF463;Air France;18:05;263;0.37;150;97;166
HF531;Air C̫te d'Ivoire;12:20;222;0.34;50;75;147
KP557;ASKY Airlines;08:10;141;0.25;30;35;106
AS434;ASKY Airlines;10:30;242;0.47;40;114;128
SN625;Brussels Airlines;04:10;119;0.43;50;51;68
AF657;Air France;12:20;258;0.41;90;106;152
ET115;Ethiopian Airlines;09:20;314;0.25;120;78;236
ET555;Ethiopian Airlines;17:05;139;0.25;35;35;104
AS308;ASKY Airlines;14:50;307;0.57;45;175;132
ET257;Ethiopian Airlines;19:00;318;0.38;45;121;197
AF436;Air France;11:55;135;0.21;40;28;107
KP340;ASKY Airlines;03:25;313;0.38;60;119;194
AF157;Air France;04:00;163;0.21;120;34;129
HF915;Air C̫te d'Ivoire;07:40;282;0.16;35;45;237
KP444;ASKY Airlines;04:45;120;0.22;40;26;94
ET741;Ethiopian Airlines;00:20;96;0.43;35;41;55
KP113;ASKY Airlines;17:00;184;0.36;120;66;118
AF458;Air France;18:55;104;0.15;90;16;88
KP342;ASKY Airlines;18:35;172;0.59;35;101;71
ET244;Ethiopian Airlines;09:00;294;0.35;50;103;191
HF990;Air C̫te d'Ivoire;21:15;263;0.53;45;139;124
KP493;ASKY Airlines;08:30;296;0.25;30;74;222
SN937;Brussels Airlines;00:15;230;0.62;75;143;87
2J714;Air Burkina;21:55;337;0.5;60;168;169
KP457;ASKY Airlines;19:20;198;0.32;120;63;135
KP675;ASKY Airlines;02:30;213;0.59;30;126;87
TK257;Turkish Airlines;12:15;286;0.48;105;137;149
TK773;Turkish Airlines;05:20;342;0.31;45;106;236
AS827;ASKY Airlines;05:30;269;0.63;30;169;100
KP660;ASKY Airlines;17:00;237;0.23;90;55;182
AS446;ASKY Airlines;04:55;155;0.2;30;31;124
2J157;Air Burkina;16:10;131;0.59;35;77;54
KP666;ASKY Airlines;02:00;305;0.47;50;143;162
ET586;Ethiopian Airlines;04:10;173;0.26;30;45;128
HF952;Air C̫te d'Ivoire;02:50;257;0.19;30;49;208
KP586;ASKY Airlines;22:05;185;0.16;60;30;155
ET250;Ethiopian Airlines;12:20;155;0.24;150;37;118
KP467;ASKY Airlines;14:45;83;0.13;30;11;72
HF719;Air C̫te d'Ivoire;16:20;266;0.14;50;37;229
KP306;ASKY Airlines;14:45;99;0.52;120;51;48
AF974;Air France;04:40;215;0.09;150;19;196
AF549;Air France;21:35;106;0.31;50;33;73
KP951;ASKY Airlines;13:10;215;0.29;35;62;153
AS739;ASKY Airlines;10:00;97;0.63;150;61;36
KP669;ASKY Airlines;13:20;217;0.33;40;72;145
KP499;ASKY Airlines;06:50;311;0.15;40;47;264
AT196;Royal Air Maroc;02:10;336;0.1;40;34;302
AT146;Royal Air Maroc;22:20;298;0.49;40;146;152
ET290;Ethiopian Airlines;19:40;211;0.14;150;30;181
ET239;Ethiopian Airlines;09:50;335;0.61;45;204;131
ET714;Ethiopian Airlines;10:00;175;0.39;120;68;107
AT330;Royal Air Maroc;05:00;94;0.29;30;27;67
KP439;ASKY Airlines;04:40;258;0.46;45;119;139
KP590;ASKY Airlines;19:10;339;0.17;45;58;281
KP998;ASKY Airlines;21:55;167;0.28;90;47;120
ET723;Ethiopian Airlines;12:45;173;0.07;150;12;161
KP415;ASKY Airlines;11:20;107;0.58;45;62;45
AS186;ASKY Airlines;18:40;264;0.31;50;82;182
AS573;ASKY Airlines;18:50;154;0.51;45;79;75
AF381;Air France;20:20;133;0.6;50;80;53
KP863;ASKY Airlines;04:55;126;0.44;40;55;71
AS552;ASKY Airlines;19:55;327;0.28;40;92;235
KP687;ASKY Airlines;20:10;313;0.42;90;131;182
AS130;ASKY Airlines;08:40;197;0.27;30;53;144
ET633;Ethiopian Airlines;03:55;339;0.39;40;132;207
KP311;ASKY Airlines;14:30;309;0.31;35;96;213
AS334;ASKY Airlines;02:55;320;0.14;120;45;275
ET491;Ethiopian Airlines;22:55;261;0.52;150;136;125
KP453;ASKY Airlines;06:30;180;0.35;60;63;117
KP698;ASKY Airlines;23:35;327;0.16;90;52;275
HF649;Air C̫te d'Ivoire;19:50;192;0.59;60;113;79
KP639;ASKY Airlines;19:20;300;0.56;45;168;132
KP608;ASKY Airlines;13:05;227;0.39;40;89;138
AS494;ASKY Airlines;13:50;276;0.63;45;174;102
ET530;Ethiopian Airlines;08:40;148;0.61;90;90;58
ET784;Ethiopian Airlines;22:10;103;0.59;105;61;42
ET885;Ethiopian Airlines;02:50;265;0.13;90;34;231
AF661;Air France;08:05;249;0.23;105;57;192
KP276;ASKY Airlines;20:45;111;0.3;90;33;78
AS400;ASKY Airlines;03:45;255;0.55;50;140;115
AT544;Royal Air Maroc;16:20;256;0.57;50;146;110
TK838;Turkish Airlines;05:35;223;0.5;30;112;111
KP448;ASKY Airlines;15:10;90;0.33;90;30;60
ET120;Ethiopian Airlines;17:25;226;0.15;150;34;192
AS810;ASKY Airlines;12:40;274;0.07;35;19;255
KP943;ASKY Airlines;06:05;155;0.47;60;73;82
AS251;ASKY Airlines;02:35;239;0.65;60;155;84
AS958;ASKY Airlines;05:45;179;0.26;120;47;132
AF579;Air France;23:30;195;0.39;45;76;119
ET542;Ethiopian Airlines;02:10;162;0.54;105;87;75
AS451;ASKY Airlines;11:00;142;0.16;40;23;119
AS174;ASKY Airlines;04:25;211;0.55;90;116;95
AT977;Royal Air Maroc;21:05;327;0.43;35;141;186
AS739;ASKY Airlines;16:10;210;0.39;50;82;128
ET458;Ethiopian Airlines;09:55;237;0.51;60;121;116
KP499;ASKY Airlines;06:20;295;0.19;35;56;239
ET238;Ethiopian Airlines;03:50;113;0.42;75;47;66
AS390;ASKY Airlines;09:35;94;0.19;150;18;76
AS814;ASKY Airlines;06:05;194;0.16;150;31;163
AS698;ASKY Airlines;22:25;136;0.42;50;57;79
KP709;ASKY Airlines;10:00;221;0.21;120;46;175
AS436;ASKY Airlines;20:30;286;0.48;45;137;149
AF237;Air France;07:15;219;0.36;45;79;140
AS335;ASKY Airlines;07:00;186;0.47;35;87;99
AS893;ASKY Airlines;04:40;157;0.58;105;91;66
ET102;Ethiopian Airlines;04:40;81;0.13;30;11;70
ET670;Ethiopian Airlines;06:50;114;0.09;30;10;104
TK215;Turkish Airlines;21:10;344;0.29;45;100;244
ET571;Ethiopian Airlines;03:25;297;0.48;40;143;154
ET230;Ethiopian Airlines;01:30;146;0.58;105;85;61
ET997;Ethiopian Airlines;23:15;148;0.07;75;10;138
SN582;Brussels Airlines;18:25;303;0.53;150;161;142
AT500;Royal Air Maroc;01:40;282;0.1;35;28;254
KP391;ASKY Airlines;15:45;160;0.4;45;64;96
AS709;ASKY Airlines;11:25;145;0.26;50;38;107
AS735;ASKY Airlines;14:30;340;0.06;120;20;320
ET684;Ethiopian Airlines;09:25;85;0.11;45;9;76
AF465;Air France;22:30;211;0.26;45;55;156
ET989;Ethiopian Airlines;05:00;344;0.62;45;213;131
KP741;ASKY Airlines;23:25;147;0.14;90;21;126
AF568;Air France;12:55;205;0.21;75;43;162
AT517;Royal Air Maroc;05:40;250;0.65;45;162;88
KP776;ASKY Airlines;22:50;108;0.34;150;37;71
AF554;Air France;01:10;255;0.21;30;54;201
AS679;ASKY Airlines;13:25;184;0.42;60;77;107
HF113;Air C̫te d'Ivoire;17:15;124;0.31;50;38;86
HF197;Air C̫te d'Ivoire;05:30;180;0.56;150;101;79
ET378;Ethiopian Airlines;18:30;305;0.05;50;15;290
AF589;Air France;13:40;183;0.65;150;119;64
HF982;Air C̫te d'Ivoire;12:15;341;0.09;60;31;310
ET858;Ethiopian Airlines;07:35;332;0.37;90;123;209
AS306;ASKY Airlines;04:35;244;0.47;60;115;129
AT963;Royal Air Maroc;12:35;291;0.38;60;111;180
AS332;ASKY Airlines;05:35;223;0.23;75;51;172
KP696;ASKY Airlines;21:25;315;0.56;150;176;139
HF794;Air C̫te d'Ivoire;18:35;101;0.31;90;31;70
AF338;Air France;10:25;148;0.23;45;34;114
AS682;ASKY Airlines;15:45;148;0.51;75;75;73
AS696;ASKY Airlines;04:05;325;0.14;90;46;279
AS562;ASKY Airlines;11:10;142;0.17;60;24;118
KP901;ASKY Airlines;16:25;316;0.2;105;63;253
AS390;ASKY Airlines;01:30;98;0.31;60;30;68
AF138;Air France;09:15;310;0.06;45;19;291
AS817;ASKY Airlines;14:00;308;0.65;60;200;108
ET282;Ethiopian Airlines;18:15;206;0.41;35;84;122
KP744;ASKY Airlines;19:25;225;0.63;150;142;83
2J129;Air Burkina;16:35;193;0.53;90;102;91
AS866;ASKY Airlines;18:55;322;0.13;150;42;280
KP714;ASKY Airlines;18:15;224;0.18;60;40;184
KP173;ASKY Airlines;12:45;120;0.07;45;8;112
ET154;Ethiopian Airlines;12:00;240;0.55;75;132;108
ET847;Ethiopian Airlines;15:20;156;0.41;90;64;92
AS123;ASKY Airlines;21:30;247;0.18;40;44;203
AS121;ASKY Airlines;20:25;189;0.63;120;119;70
AS131;ASKY Airlines;02:10;274;0.49;40;134;140
ET962;Ethiopian Airlines;03:30;307;0.47;120;144;163
ET438;Ethiopian Airlines;06:15;246;0.21;40;52;194
KP614;ASKY Airlines;02:20;100;0.24;40;24;76
AS169;ASKY Airlines;08:50;244;0.45;35;110;134
AS997;ASKY Airlines;07:30;209;0.41;50;86;123
AS976;ASKY Airlines;17:05;341;0.44;60;150;191
ET670;Ethiopian Airlines;20:15;131;0.58;30;76;55
AS318;ASKY Airlines;13:15;340;0.15;60;51;289
KP688;ASKY Airlines;19:25;254;0.12;75;30;224
KP858;ASKY Airlines;04:55;175;0.39;35;68;107
TK369;Turkish Airlines;02:50;119;0.35;30;42;77
HF918;Air C̫te d'Ivoire;09:30;288;0.29;75;84;204
KP177;ASKY Airlines;10:15;221;0.59;60;130;91
AS109;ASKY Airlines;16:45;337;0.39;40;131;206
AS435;ASKY Airlines;07:00;246;0.39;35;96;150
ET735;Ethiopian Airlines;08:00;270;0.27;35;73;197
AS645;ASKY Airlines;07:20;198;0.26;35;51;147
AF220;Air France;19:00;225;0.64;90;144;81
ET691;Ethiopian Airlines;01:10;208;0.42;30;87;121
HF817;Air C̫te d'Ivoire;03:40;224;0.55;40;123;101
KP767;ASKY Airlines;15:10;133;0.32;90;43;90
AT373;Royal Air Maroc;08:10;201;0.17;60;34;167
AT509;Royal Air Maroc;08:40;203;0.24;75;49;154
AS746;ASKY Airlines;20:20;246;0.26;35;64;182
KP197;ASKY Airlines;04:55;222;0.39;105;87;135
KP340;ASKY Airlines;02:35;101;0.14;75;14;87
KP810;ASKY Airlines;13:45;194;0.28;40;54;140
KP902;ASKY Airlines;14:40;247;0.11;105;27;220
ET213;Ethiopian Airlines;05:55;343;0.35;40;120;223
KP888;ASKY Airlines;15:25;329;0.62;120;204;125
TK340;Turkish Airlines;22:30;334;0.25;90;84;250
AS451;ASKY Airlines;09:30;137;0.08;75;11;126
TK143;Turkish Airlines;13:30;84;0.42;40;35;49
AS411;ASKY Airlines;11:15;190;0.43;50;82;108
AT237;Royal Air Maroc;08:05;344;0.34;75;117;227
KP535;ASKY Airlines;22:05;328;0.29;40;95;233
AS242;ASKY Airlines;18:30;174;0.59;35;103;71
HF922;Air C̫te d'Ivoire;11:45;264;0.61;105;161;103
KP661;ASKY Airlines;12:30;308;0.45;35;139;169
AF361;Air France;22:45;341;0.35;40;119;222
ET611;Ethiopian Airlines;12:30;198;0.09;30;18;180
ET772;Ethiopian Airlines;16:35;313;0.23;30;72;241
ET161;Ethiopian Airlines;01:10;281;0.22;30;62;219
AF666;Air France;19:50;341;0.08;120;27;314
KP495;ASKY Airlines;22:20;132;0.56;40;74;58
AF983;Air France;08:25;240;0.57;60;137;103
HF130;Air C̫te d'Ivoire;20:35;323;0.6;120;194;129
AS901;ASKY Airlines;07:35;173;0.5;40;86;87
KP365;ASKY Airlines;06:45;119;0.48;45;57;62
AF407;Air France;04:10;171;0.34;35;58;113
KP284;ASKY Airlines;18:55;117;0.56;75;66;51
AS614;ASKY Airlines;02:15;322;0.36;45;116;206
KP772;ASKY Airlines;12:25;215;0.07;150;15;200
ET490;Ethiopian Airlines;05:15;143;0.4;30;57;86
AS659;ASKY Airlines;10:45;280;0.28;45;78;202
ET353;Ethiopian Airlines;03:15;341;0.36;45;123;218
AT685;Royal Air Maroc;02:20;254;0.31;150;79;175
KP499;ASKY Airlines;03:45;256;0.35;40;90;166
ET265;Ethiopian Airlines;02:30;164;0.12;90;20;144
2J359;Air Burkina;12:55;239;0.06;75;14;225
AF103;Air France;14:05;261;0.25;120;65;196
HF987;Air C̫te d'Ivoire;11:05;115;0.2;120;23;92
KP569;ASKY Airlines;14:55;178;0.2;40;36;142
AT569;Royal Air Maroc;10:45;305;0.61;45;186;119
KP592;ASKY Airlines;10:40;116;0.54;90;63;53
AS963;ASKY Airlines;12:15;265;0.06;120;16;249
AS169;ASKY Airlines;11:20;128;0.06;40;8;120
AS964;ASKY Airlines;05:10;173;0.52;50;90;83
HF875;Air C̫te d'Ivoire;22:05;305;0.64;50;195;110
AS280;ASKY Airlines;19:45;84;0.33;50;28;56
AF104;Air France;18:35;253;0.31;50;78;175
AF296;Air France;18:15;262;0.22;105;58;204
ET146;Ethiopian Airlines;02:55;152;0.45;120;68;84
AS651;ASKY Airlines;15:00;224;0.33;50;74;150
ET733;Ethiopian Airlines;08:25;231;0.15;150;35;196
KP239;ASKY Airlines;13:25;135;0.34;150;46;89
AS764;ASKY Airlines;02:05;262;0.28;105;73;189
2J639;Air Burkina;02:05;201;0.58;105;117;84
KP688;ASKY Airlines;23:35;323;0.51;150;165;158
KP660;ASKY Airlines;19:50;283;0.47;120;133;150
HF953;Air C̫te d'Ivoire;06:30;158;0.25;45;40;118
AS373;ASKY Airlines;18:05;95;0.13;105;12;83
AF638;Air France;23:45;205;0.57;150;117;88
AS489;ASKY Airlines;02:00;166;0.26;35;43;123
KP832;ASKY Airlines;20:50;122;0.41;40;50;72
AS460;ASKY Airlines;00:35;158;0.4;30;63;95
AS168;ASKY Airlines;11:45;343;0.61;150;209;134
KP761;ASKY Airlines;20:05;307;0.15;75;46;261
AF798;Air France;05:20;204;0.51;120;104;100
ET530;Ethiopian Airlines;06:25;185;0.33;150;61;124
TK984;Turkish Airlines;01:45;309;0.15;105;46;263
AS807;ASKY Airlines;17:00;213;0.55;40;117;96
ET131;Ethiopian Airlines;14:05;160;0.54;90;86;74
ET720;Ethiopian Airlines;14:45;188;0.07;30;13;175
SN964;Brussels Airlines;09:15;254;0.48;60;122;132
KP281;ASKY Airlines;16:05;243;0.14;60;34;209
ET785;Ethiopian Airlines;17:50;204;0.42;50;86;118
HF780;Air C̫te d'Ivoire;17:25;102;0.44;45;45;57
AS719;ASKY Airlines;14:15;141;0.45;40;63;78
HF981;Air C̫te d'Ivoire;22:50;291;0.12;45;35;256
KP875;ASKY Airlines;05:10;331;0.41;75;136;195
AF129;Air France;08:25;175;0.11;75;19;156
SN401;Brussels Airlines;10:40;288;0.5;40;144;144
AF575;Air France;14:35;136;0.09;150;12;124
KP451;ASKY Airlines;22:05;313;0.5;120;156;157
KP581;ASKY Airlines;02:10;144;0.58;40;84;60
SN416;Brussels Airlines;18:05;96;0.23;40;22;74
ET836;Ethiopian Airlines;00:45;214;0.52;50;111;103
KP188;ASKY Airlines;23:30;209;0.3;30;63;146
AF333;Air France;16:40;116;0.53;120;61;55
ET267;Ethiopian Airlines;10:00;329;0.46;150;151;178
KP225;ASKY Airlines;17:50;136;0.22;75;30;106
KP219;ASKY Airlines;10:10;89;0.17;90;15;74
AS289;ASKY Airlines;06:25;160;0.6;75;96;64
ET732;Ethiopian Airlines;00:15;169;0.55;90;93;76
ET527;Ethiopian Airlines;11:45;199;0.45;105;90;109
ET659;Ethiopian Airlines;03:45;181;0.26;45;47;134
AT301;Royal Air Maroc;07:00;106;0.36;40;38;68
HF158;Air C̫te d'Ivoire;14:40;340;0.38;75;129;211
ET796;Ethiopian Airlines;10:30;140;0.1;105;14;126
KP591;ASKY Airlines;07:50;215;0.63;105;135;80
AF110;Air France;11:55;176;0.11;90;19;157
KP800;ASKY Airlines;02:30;228;0.48;40;109;119
ET611;Ethiopian Airlines;20:55;306;0.35;60;107;199
ET913;Ethiopian Airlines;03:00;307;0.51;35;157;150
AS848;ASKY Airlines;11:40;328;0.21;60;69;259
SN133;Brussels Airlines;07:55;337;0.29;50;98;239
KP439;ASKY Airlines;22:55;299;0.37;45;111;188
AF746;Air France;22:35;315;0.12;40;38;277
